path	outcome	solver_names	models	engines	relations	ms	detail
Princeton/Class of 2000/Class Info/gifts_20251117-2.xlsx	ok	0	0			1745	
Princeton/Class of 2000/Class Info/gifts_20251117.xlsx	ok	0	0			1212	
Princeton/Class of 2000/Class Info/sports.xlsx	ok	0	0			1233	
Princeton/Class of 2000/Class of 2000 Models/ClassOf2000.xlsx	ok	0	0			2216	
Princeton/Class of 2000/Events/2023/Class Leadership Conference/'00 Invite list for 25th-50th v2.xlsx	ok	0	0			1488	
Princeton/Class of 2000/Projects/MLS/Past MLS Speakers.xlsx	ok	0	0			1518	
Princeton/Class of 2000/Projects/Survey/2022/Princeton 2000 – State of the Class Survey, 2022 (Responses).xlsx	ok	0	0			1348	
Princeton/Class of 2000/Projects/Survey/2024/Jacket Sizes.xlsx	ok	0	0			1464	
Princeton/Class of 2000/Projects/Survey/2024/ages.xlsx	ok	0	0			1229	
Princeton/Class of 2000/Website/Apple Maps Place IDs.xlsx	ok	0	0			1313	
Princeton/Class of 2000/Website/Event Builder.xlsx	ok	0	0			1456	
Princeton/Reunions/Reunions 2010/Final Schedule.xlsx	ok	0	0			4829	
Princeton/Reunions/Reunions 2015/Master Planner.xlsx	ok	0	0			1528	
Princeton/Reunions/Reunions 2020/2020 Budget.xlsx	ok	0	0			1064	
Princeton/Reunions/Reunions 2020/2020 Entertainment Budget.xlsx	ok	0	0			1456	
Princeton/Reunions/Reunions 2020/2020 Reunions Final Schedule.xlsx	ok	0	0			1304	
Princeton/Reunions/Reunions 2020/Major Reunions Financial Report 2019.xlsx	ok	0	0			1706	
Princeton/Reunions/Reunions 2020/Master Planner.xlsx	ok	0	0			1077	
Princeton/Reunions/Reunions 2020/Reunions Class Activities Lead Contacts.xlsx	ok	0	0			1176	
Princeton/Reunions/Reunions 2025/Committee Gifts.xlsx	ok	0	0			1391	
Princeton/Reunions/Reunions 2025/Housing/P'99 25th Reunion Hotel Information.xlsx	ok	0	0			1169	
Princeton/Reunions/Reunions 2025/Planning/2025 Reunions Planning Timeline.xlsx	ok	0	0			4380	
Princeton/Reunions/Reunions 2025/Planning/Budget/Reunions Budget.xlsx	ok	0	0			1528	
Princeton/Reunions/Reunions 2025/Planning/Theme Votes.xlsx	ok	0	0			1418	
Princeton/Reunions/Reunions 2025/Receipts/Purnell Reimbursements.xlsx	ok	0	0			1287	
Princeton/Reunions/Reunions 2025/Reunions Site Media/Book1.xlsx	ok	0	0			1345	
Princeton/Reunions/Reunions 2025/discounts_20251117.xlsx	ok	0	0			1302	
Princeton/Reunions/Reunions 2025/group_Classof2000-25thReunion_20251117.xlsx	ok	0	0			2479	
Projects/Calculators & Models/CAGR.xlsx	ok	0	0			1261	
Projects/Calculators & Models/Dice Probability/Rolling Dice.xlsx	ok	0	0			1428	
Projects/Calculators & Models/Equivalent Day.xlsx	ok	0	0			1356	
Projects/Calculators & Models/House Parity Day.xlsx	ok	0	0			1187	
Projects/Calculators & Models/Key Relative Dates Calculator/Key Date Calculator.xlsx	ok	0	0			1274	
Projects/Calculators & Models/Marginal Tax Rates/Tax Calculations.xlsx	ok	0	0			1440	
Projects/Calculators & Models/Media Math/Media Math.xlsx	ok	0	0			1335	
Projects/Calculators & Models/Mixtape maker/Listing Template.xlsx	ok	0	0			1559	
Projects/Calculators & Models/PE Carry Mechanics/PE Carry Mechanics.xlsx	ok	0	0			1336	
Projects/Calculators & Models/Peloton API/Peloton Efficiency Estimate.xlsx	ok	0	0			1200	
Projects/Calculators & Models/Peloton Workout Calculator/Workout Calculator.xlsx	ok	0	0			1429	
Projects/Calculators & Models/Pulse Width Modulation/PWM Calculator.xlsx	ok	0	0			1238	
Projects/Calculators & Models/Summer Reading/Learning Through Summer.xlsx	ok	0	0			1562	
Projects/Calculators & Models/Summerjam Music Videos .xlsx	ok	0	0			1323	
Projects/Calculators & Models/Torque Calculator/torque Calculator.xlsx	ok	0	0			1386	
Projects/Calculators & Models/VO2 Max/VO2 Max Calculator.xlsx	ok	0	0			1270	
Projects/Calculators & Models/Valuation Guide/AVP - IPO.xlsx	ok	0	0			1363	
Projects/Calculators & Models/lambda.xlsx	ok	0	0			1368	
Projects/Events/Archived/Assassins/Assassins 2011.xlsx	ok	0	0			1173	
Projects/Events/Archived/Our Wedding/0. Administrative/Source Documents/Attendee Master List.xlsx	ok	0	0			1406	
Projects/Events/Archived/Our Wedding/0. Administrative/Source Documents/MasterWeddingSS_150121.xlsx	ok	0	0			1327	
Projects/Events/Archived/Our Wedding/0. Administrative/Source Documents/wedding budget.xlsx	ok	0	0			1247	
Projects/Events/Archived/Our Wedding/0. Administrative/Table Settings 4.1.xlsx	ok	0	0			4959	
Projects/Events/Archived/Our Wedding/0. Administrative/Transportation/Charter Request_Purnell_2016-06-17.xlsx	ok	0	0			1167	
Projects/Events/Archived/Our Wedding/0. Administrative/Transportation/Charter Request_Purnell_2016-06-18_Early.xlsx	ok	0	0			1263	
Projects/Events/Archived/Our Wedding/0. Administrative/Transportation/Charter Request_Purnell_2016-06-18_Late.xlsx	ok	0	0			1094	
Projects/Events/Archived/Our Wedding/0. Administrative/Wedding Master.xlsx	ok	0	0			1541	
Projects/Events/Archived/Our Wedding/0. Administrative/Wedding draft tables.xlsx	ok	0	0			1411	
Projects/Events/Archived/Our Wedding/3. Media/Audio/Song List.xlsx	ok	0	0			1458	
Projects/Events/Archived/Our Wedding/3. Media/Audio/Untitled 2.xlsx	ok	0	0			1633	
Projects/Events/Archived/Our Wedding/3. Media/Text/Ceremony Order.xlsx	ok	0	0			1080	
Projects/Family/Naming/Name Analysis.xlsx	ok	0	0			3897	
Projects/Food/Recipe Book/Recipe Book.xlsx	ok	0	0			1257	
Projects/Food/Recipes/Momofuku Lychee/Lychee Slushie Recipe.xlsx	ok	0	0			1317	
Projects/Food/Wine Cellar/Wine Cellar (Cliffjumper.local's conflicted copy 2019-07-06).xlsx	ok	0	0			1348	
Projects/Food/Wine Cellar/Wine Cellar.xlsx	ok	0	0			1312	
Projects/Food/Wine Cellar/white wine escapades.xlsx	ok	0	0			965	
Projects/General/Ad Hoc/Archived/Apartment Fire/Claim #32k186238 - Justin Purnell.xlsx	ok	0	0			13	
Projects/General/Ad Hoc/Archived/Apartment Fire/Replacement Items.xlsx	ok	0	0			2	
Projects/General/Ad Hoc/Archived/Apartment Fire/State Farm Spreadsheet.xlsx	ok	0	0			1279	
Projects/General/Ad Hoc/Archived/Best in Show Dogs.xlsx	ok	0	0			362	
Projects/General/Ad Hoc/Archived/Billion Seconds.xlsx	ok	0	0			2	
Projects/General/Ad Hoc/Archived/BlindSeed P&L/BlindSeed P&Ls.xlsx	ok	0	0			1305	
Projects/General/Ad Hoc/Archived/Calculators & Models/Fund Budgets.xlsx	ok	0	0			1145	
Projects/General/Ad Hoc/Archived/Calculators & Models/HQ Model.xlsx	ok	0	0			4	
Projects/General/Ad Hoc/Archived/Calculators & Models/Henry Wake Up Settings.xlsx	ok	0	0			65	
Projects/General/Ad Hoc/Archived/Calculators & Models/Instagram Results.xlsx	ok	2	1	grgNonlinear		1225	
Projects/General/Ad Hoc/Archived/Calculators & Models/Nothing Compares 2 U – A KEXP Prince Tribute.xlsx	ok	0	0			5	
Projects/General/Ad Hoc/Archived/Calculators & Models/Pauls Boutique.xlsx	ok	0	0			1323	
Projects/General/Ad Hoc/Archived/Calculators & Models/QB Rating Calculator.xlsx	ok	0	0			1037	
Projects/General/Ad Hoc/Archived/Calculators & Models/Sample optimization.xlsx	ok	35	1	simplexLP	1,2,5	11	
Projects/General/Ad Hoc/Archived/Calculators & Models/Slow Carb Crazy.xlsx	ok	5	2	grgNonlinear,grgNonlinear		2254	
Projects/General/Ad Hoc/Archived/Calculators & Models/T Coll Champagne Train.xlsx	ok	0	0			1278	
Projects/General/Ad Hoc/Archived/Calculators & Models/VO2 Max Calculation.xlsx	ok	0	0			1297	
Projects/General/Ad Hoc/Archived/Calculators & Models/Wolves Improbable Season.xlsx	ok	0	0			1803	
Projects/General/Ad Hoc/Archived/Calculators & Models/iTunes Library Analysis.xlsx	ok	2	1	grgNonlinear		1538	
Projects/General/Ad Hoc/Archived/College Rankings DEA Analysis/1995 US College Data.xlsx	ok	0	0			377	
Projects/General/Ad Hoc/Archived/Community/NY Cares/NY Cares Day.xlsx	ok	0	0			1281	
Projects/General/Ad Hoc/Archived/Election 2020 Results/2020 Results.xlsx	ok	0	0			89	
Projects/General/Ad Hoc/Archived/Feels Like Temperature/Feels Like Temperature Calculation.xlsx	ok	0	0			1249	
Projects/General/Ad Hoc/Archived/Frank playlists/Playlists/m3u maker.xlsx	ok	0	0			1300	
Projects/General/Ad Hoc/Archived/Quiz/Quiz Results.xlsx	ok	0	0			65	
Projects/General/Ad Hoc/Breath of the Wild/Amazon Presentation Feedback Guide.xlsx	ok	0	0			1369	
Projects/General/Ad Hoc/Breath of the Wild/Amazon QBR Feedback.xlsx	ok	0	0			1276	
Projects/General/Ad Hoc/Breath of the Wild/Breath of the Wild Acquisition Targets.xlsx	ok	0	0			71	
Projects/General/Ad Hoc/Breath of the Wild/Dieter Rams – Ten principles for good design.xlsx	ok	0	0			14	
Projects/General/Ad Hoc/Chateau Vingt/Chateau - Vineyard Model.xlsx	ok	0	0			1532	
Projects/General/Ad Hoc/Epidemiology Model/Epidemiology Model.xlsx	ok	0	0			1224	
Projects/General/Ad Hoc/Favorite Albums/KEXP Top Played/KEXP Top Played of All-Time.xlsx	ok	0	0			66	
Projects/General/Ad Hoc/Fixed.xlsx	ok	0	0			47	
Projects/General/Ad Hoc/Georgia Election Runoff Model/Georgia Runoff Model.xlsx	ok	0	0			91	
Projects/General/Ad Hoc/K-Means/Comedy Types.xlsx	ok	0	0			1350	
Projects/General/Ad Hoc/K-Means/K-Means Example – Excel.xlsx	ok	0	0			170	
Projects/General/Ad Hoc/K-Means/K-Means – Example – XCode/K-Means/K-Means.xlsx	ok	0	0			1657	
Projects/General/Ad Hoc/K-Means/iTV Stuff/Comparison.xlsx	ok	0	0			14	
Projects/General/Ad Hoc/K-Means/iTV Stuff/Editorial Groupings and Cluster Memberships.xlsx	ok	0	0			155	
Projects/General/Ad Hoc/ModelOff/The Price is Right.xlsx	ok	0	0			104	
Projects/General/Ad Hoc/Monte Carlo Simulation.xlsx	ok	0	0			375	
Projects/General/Ad Hoc/Peloton CLV/Peloton CLV Calculation.xlsx	ok	0	0			59	
Projects/General/Ad Hoc/State Data/State Data.xlsx	ok	0	0			62	
Projects/General/Ad Hoc/Transformers Episodes/Transformers.xlsx	ok	0	0			1333	
Projects/General/Ad Hoc/VT Land Survey/FS_VCGI_OPENDATA_Cadastral_VTPARCELS_poly_DataStatus_SP_v1_-6980198619447668114.xlsx	ok	0	0			1369	
Projects/General/Ad Hoc/garvensBreadboard/Breadboard - Burglar.xlsx	ok	0	0			63	
Projects/General/Ad Hoc/our band could be your band.xlsx	ok	0	0			160	
Projects/General/Book Publishing/Self Publishing/Self Publishing Model.xlsx	ok	0	0			1247	
Projects/General/Breath of the Wild/Zelda Missions.xlsx	ok	0	0			1279	
Projects/General/Financial App/BRITBOX COPY of Universal Schema Draft.xlsx	ok	0	0			4834	
Projects/General/Financial App/Financial Model/Date Test.xlsx	ok	0	0			48	
Projects/General/Financial App/Financial Model/HQ_PCP Acquisition Strategy in Ulster (SWC).xlsx	ok	0	0			1479	
Projects/General/Financial App/Financial Model/New Financial Model Template 0.2.xlsx	ok	0	0			48	
Projects/General/Financial App/Financial Model/New Financial Model Template v.1.xlsx	ok	0	0			24	
Projects/Health/Workouts/FTP > VO2 Max.xlsx	ok	0	0			1210	
Projects/Health/Workouts/vo2max map test.xlsx	ok	0	0			1204	
Projects/Home/Food Storage Requirements.xlsx	ok	0	0			1421	
Projects/Home/Vermont House/Room Details.xlsx	ok	0	0			1329	
Projects/Media Bank/6.0.0.2.3 Excel/Advertising Model.xlsx	ok	0	0			1412	
Projects/Publications/The Cheat Sheet/Administrative/Cheat Sheet Email List copy.xlsx	ok	0	0			706	
Projects/Publications/The Cheat Sheet/Administrative/Cheat Sheet Email List.xlsx	ok	0	0			1133	
Projects/Publications/The Cheat Sheet/Issue 5/Wine Cheat Sheet - Port vol 5.xlsx	ok	0	0			1140	
Projects/Publications/Wildcatter/Wildcatter Chart Breakdown.xlsx	ok	0	0			1231	
Projects/Trips/2012/La List.xlsx	ok	0	0			1354	
Projects/Trips/2018/Italy/Lucca – Kate & Justin.xlsx	ok	0	0			1069	
Projects/Trips/2018/Napa/Napa Trip Expenses.xlsx	ok	0	0			1693	
Projects/Trips/2024/Great Wolf Lodge/Great Wolf Dinner Summary.xlsx	ok	0	0			1390	
STA/BAA/STA Black Alumni Contact Info.xlsx	ok	0	0			1229	
STA/BAA/Transition Documents/Black Alumni List_STA_TAD Redline_12NOV20.xlsx	ok	0	0			1359	
STA/Class of 1996/20160129_1996.xlsx	ok	0	0			1650	
STA/Class of 1996/Class Notes Template.xlsx	ok	0	0			1292	
STA/Headmaster's Counselors/2016 – Fall/2016 STA Financial Markers.xlsx	ok	0	0			1500	
Shared/Asssscat History.xlsx	ok	0	0			2482	
To File/Apps/Botany.xlsx	ok	0	0			10188	
To File/Apps/PantoneColorChart.xlsx	ok	0	0			1421	
To File/Products for Top Nav.xlsx	ok	0	0			1410	
Tuck/Academic/2011-2012/0. Pre-Enrollment/MBA Math/MBA Math Spreadsheets.xlsx	ok	0	0			1365	
Tuck/Academic/2011-2012/0. Pre-Enrollment/Outward Bound/Outward Bound Checklist.xlsx	ok	0	0			1138	
Tuck/Academic/2011-2012/0. Pre-Enrollment/Pre-Enrollment Program/Excel Shortcuts.xlsx	ok	0	0			1235	
Tuck/Academic/2011-2012/0. Pre-Enrollment/Pre-Enrollment Program/Math Camp Workbook New.xlsx	ok	0	0			1933	
Tuck/Academic/2011-2012/0. Pre-Enrollment/Pre-Enrollment Program/Math Camp Workbook.xlsx	ok	0	0			1326	
Tuck/Academic/2011-2012/1. Fall/1.1 Fall A/AGM/1st Week Materials/Yellowtail Dicussion Notes.xlsx	ok	0	0			1324	
Tuck/Academic/2011-2012/1. Fall/1.1 Fall A/AGM/1st Week Materials/Yellowtail Support File.xlsx	ok	0	0			2431	
Tuck/Academic/2011-2012/1. Fall/1.1 Fall A/AGM/Nike Case/Nike Footnotes.xlsx	ok	0	0			1188	
Tuck/Academic/2011-2012/1. Fall/1.1 Fall A/CM/Homework/Purnell, J.HW13.S3.xlsx	ok	0	0			1263	
Tuck/Academic/2011-2012/1. Fall/1.1 Fall A/CM/Homework/Purnell, J.HW14.S3.xlsx	ok	0	0			5727	
Tuck/Academic/2011-2012/1. Fall/1.1 Fall A/CM/Homework/Purnell, J.HW16.S3.xlsx	ok	0	0			1192	
Tuck/Academic/2011-2012/1. Fall/1.1 Fall A/CM/Homework/Purnell, J.HW17.S3.xlsx	ok	0	0			1323	
Tuck/Academic/2011-2012/1. Fall/1.1 Fall A/CM/Homework/Purnell, J.HW4.S3.xlsx	ok	0	0			1085	
Tuck/Academic/2011-2012/1. Fall/1.1 Fall A/CM/Homework/Purnell, J.HW5.S3.xlsx	ok	0	0			1207	
Tuck/Academic/2011-2012/1. Fall/1.1 Fall A/CM/Homework/Purnell, J.HW6.S3.xlsx	ok	9	1	grgNonlinear		1155	
Tuck/Academic/2011-2012/1. Fall/1.1 Fall A/CM/Homework/Purnell, J.HW8.S3.xlsx	ok	104	2	grgNonlinear,grgNonlinear	2	1476	
Tuck/Academic/2011-2012/1. Fall/1.1 Fall A/CM/Homework/Purnell, J.HW9.S3.xlsx	ok	0	0			1142	
Tuck/Academic/2011-2012/1. Fall/1.1 Fall A/CM/Homework/Team 27.HW10.S3.xlsx	ok	0	0			1112	
Tuck/Academic/2011-2012/1. Fall/1.1 Fall A/CM/Homework/Team 27.HW11.S3.xlsx	ok	0	0			1268	
Tuck/Academic/2011-2012/1. Fall/1.1 Fall A/CM/Homework/Team 27.HW15.S3.xlsx	ok	2	1	grgNonlinear		1400	
Tuck/Academic/2011-2012/1. Fall/1.1 Fall A/CM/Spreadsheets/Binomial Option Calculator.xlsx	ok	0	0			1158	
Tuck/Academic/2011-2012/1. Fall/1.1 Fall A/CM/Spreadsheets/Black Scholes Calculator.xlsx	ok	0	0			1258	
Tuck/Academic/2011-2012/1. Fall/1.1 Fall A/CM/Spreadsheets/CapMInCrunchTime_Data.xlsx	ok	0	0			1237	
Tuck/Academic/2011-2012/1. Fall/1.1 Fall A/CM/Spreadsheets/HW 4 problem 1-Solver.xlsx	ok	27	1	grgNonlinear		1239	
Tuck/Academic/2011-2012/1. Fall/1.1 Fall A/CM/Tracker.xlsx	ok	0	0			1057	
Tuck/Academic/2011-2012/1. Fall/1.1 Fall A/DECSCI/Class Models/7   - Oct. 31/AdBudget.xlsx	ok	95	1	grgNonlinear	1	1133	
Tuck/Academic/2011-2012/1. Fall/1.1 Fall A/DECSCI/Class Models/7   - Oct. 31/Class exercise data.xlsx	ok	0	0			1284	
Tuck/Academic/2011-2012/1. Fall/1.1 Fall A/DECSCI/Class Models/7   - Oct. 31/Class exercise solutions.xlsx	ok	260	4	grgNonlinear,grgNonlinear,grgNonlinear,grgNonlinear	1,2	1339	
Tuck/Academic/2011-2012/1. Fall/1.1 Fall A/DECSCI/Class Models/7   - Oct. 31/Class exercise.xlsx	ok	84	3	grgNonlinear,grgNonlinear,grgNonlinear	2	1363	
Tuck/Academic/2011-2012/1. Fall/1.1 Fall A/DECSCI/Class Models/7   - Oct. 31/solution10.3.xlsx	ok	244	4	grgNonlinear,grgNonlinear,grgNonlinear,grgNonlinear		834	
Tuck/Academic/2011-2012/1. Fall/1.1 Fall A/DECSCI/Class Models/8   - Nov. 1/Acme solution.xlsx	ok	39	1	simplexLP	1,3	1330	
Tuck/Academic/2011-2012/1. Fall/1.1 Fall A/DECSCI/Class Models/8   - Nov. 1/AdBudget with Round.xlsx	ok	96	1	grgNonlinear	1	1388	
Tuck/Academic/2011-2012/1. Fall/1.1 Fall A/DECSCI/Class Models/8   - Nov. 1/Data for Optimization Exercises.xlsx	ok	152	3	simplexLP,simplexLP,simplexLP		1239	
Tuck/Academic/2011-2012/1. Fall/1.1 Fall A/DECSCI/Class Models/8   - Nov. 1/Rent-a-Dent solution.xlsx	ok	35	1	simplexLP	1,2,3	1143	
Tuck/Academic/2011-2012/1. Fall/1.1 Fall A/DECSCI/Class Models/8   - Nov. 1/Valu-Com solution.xlsx	ok	85	2	grgNonlinear,grgNonlinear	1,3	1220	
Tuck/Academic/2011-2012/1. Fall/1.1 Fall A/DECSCI/Class Models/8   - Nov. 1/Valu-Com.xlsx	ok	58	2	grgNonlinear,grgNonlinear	1,3	1451	
Tuck/Academic/2011-2012/1. Fall/1.1 Fall A/DECSCI/Class Models/8   - Nov. 1/location_multistart.xlsx	ok	86	2	grgNonlinear,grgNonlinear	1,3	1403	
Tuck/Academic/2011-2012/1. Fall/1.1 Fall A/DECSCI/Class Models/EToys_deterministic.xlsx	ok	46	2	grgNonlinear,grgNonlinear		1120	
Tuck/Academic/2011-2012/1. Fall/1.1 Fall A/DECSCI/Class Models/Kelly's Roast Beef.xlsx	ok	58	2	grgNonlinear,grgNonlinear	3	1218	
Tuck/Academic/2011-2012/1. Fall/1.1 Fall A/DECSCI/Class Models/RR1.xlsx	ok	0	0			1271	
Tuck/Academic/2011-2012/1. Fall/1.1 Fall A/DECSCI/Class Models/Reids Raisins Sim.xlsx	ok	2	1	grgNonlinear		1237	
Tuck/Academic/2011-2012/1. Fall/1.1 Fall A/DECSCI/Class Models/Summers Group.xlsx	ok	0	0			1201	
Tuck/Academic/2011-2012/1. Fall/1.1 Fall A/DECSCI/Class Models/Vinton Auto.xlsx	ok	46	2	grgNonlinear,grgNonlinear		1192	
Tuck/Academic/2011-2012/1. Fall/1.1 Fall A/DECSCI/Final Files/Carson.xlsx	ok	42	1	simplexLP		1326	
Tuck/Academic/2011-2012/1. Fall/1.1 Fall A/DECSCI/Final Files/PurnellJ1.xlsx	ok	453	7	grgNonlinear,simplexLP,simplexLP,simplexLP,simplexLP,simplexLP,simplexLP	1,2	1410	
Tuck/Academic/2011-2012/1. Fall/1.1 Fall A/DECSCI/Final Files/PurnellJ2.xlsx	ok	183	6	grgNonlinear,grgNonlinear,grgNonlinear,grgNonlinear,grgNonlinear,grgNonlinear		1490	
Tuck/Academic/2011-2012/1. Fall/1.1 Fall A/DECSCI/Final Files/PurnellJ3.xlsx	ok	2	1	grgNonlinear		1443	
Tuck/Academic/2011-2012/1. Fall/1.1 Fall A/DECSCI/Final Files/PurnellJ4.xlsx	ok	204	6	grgNonlinear,grgNonlinear,grgNonlinear,grgNonlinear,grgNonlinear,grgNonlinear	1	1085	
Tuck/Academic/2011-2012/1. Fall/1.1 Fall A/DECSCI/Final Files/PurnellJ5.xlsx	ok	0	0			1208	
Tuck/Academic/2011-2012/1. Fall/1.1 Fall A/DECSCI/Final Files/connecting.xlsx	ok	2	1	grgNonlinear		1017	
Tuck/Academic/2011-2012/1. Fall/1.1 Fall A/DECSCI/Final Files/quality.xlsx	ok	48	2	grgNonlinear,grgNonlinear		1005	
Tuck/Academic/2011-2012/1. Fall/1.1 Fall A/DECSCI/Midterm Files/MediDevice.xlsx	ok	0	0			1112	
Tuck/Academic/2011-2012/1. Fall/1.1 Fall A/DECSCI/Midterm Files/PurnellJ1.xlsx	ok	0	0			2241	
Tuck/Academic/2011-2012/1. Fall/1.1 Fall A/DECSCI/Midterm Files/PurnellJ2.xlsx	ok	0	0			1507	
Tuck/Academic/2011-2012/1. Fall/1.1 Fall A/DECSCI/Midterm Files/PurnellJ3.xlsx	ok	0	0			4605	
Tuck/Academic/2011-2012/1. Fall/1.1 Fall A/DECSCI/Midterm Files/PurnellJ4.xlsx	ok	0	0			1190	
Tuck/Academic/2011-2012/1. Fall/1.1 Fall A/DECSCI/Midterm Files/Tissues.xlsx	ok	0	0			1730	
Tuck/Academic/2011-2012/1. Fall/1.1 Fall A/DECSCI/Midterm Files/skihaus_data.xlsx	ok	0	0			1172	
Tuck/Academic/2011-2012/1. Fall/1.1 Fall A/DECSCI/Models/Cox Cable.xlsx	ok	128	2	grgNonlinear,grgNonlinear	3	1244	
Tuck/Academic/2011-2012/1. Fall/1.1 Fall A/DECSCI/Models/General Widget.xlsx	ok	205	4	grgNonlinear,grgNonlinear,grgNonlinear,grgNonlinear		1465	
Tuck/Academic/2011-2012/1. Fall/1.1 Fall A/DECSCI/Models/Genzyme exhibits.xlsx	ok	105	3	grgNonlinear,grgNonlinear,grgNonlinear	1	1489	
Tuck/Academic/2011-2012/1. Fall/1.1 Fall A/DECSCI/Models/Jeffords (B).xlsx	ok	73	3	grgNonlinear,grgNonlinear,grgNonlinear		1673	
Tuck/Academic/2011-2012/1. Fall/1.1 Fall A/DECSCI/Models/Jeffords.xlsx	ok	0	0			1817	
Tuck/Academic/2011-2012/1. Fall/1.1 Fall A/DECSCI/Models/Lynn Price.xlsx	ok	27	2	grgNonlinear,grgNonlinear	1	1275	
Tuck/Academic/2011-2012/1. Fall/1.1 Fall A/DECSCI/Models/Make Or Buy.xlsx	ok	66	2	grgNonlinear,grgNonlinear	1	1186	
Tuck/Academic/2011-2012/1. Fall/1.1 Fall A/DECSCI/Models/Options Pricing.xlsx	ok	2	1	grgNonlinear		1368	
Tuck/Academic/2011-2012/1. Fall/1.1 Fall A/DECSCI/Models/Purnell, J-NPV Analysis.xlsx	ok	46	2	grgNonlinear,grgNonlinear		1252	
Tuck/Academic/2011-2012/1. Fall/1.1 Fall A/DECSCI/Models/Purnell, J-Reid's Raisins-Ex. 6.3.xlsx	ok	24	3	grgNonlinear,grgNonlinear,grgNonlinear		1325	
Tuck/Academic/2011-2012/1. Fall/1.1 Fall A/DECSCI/Models/Purnell, J-Value of a Customer.v2.xlsx	ok	46	2	grgNonlinear,grgNonlinear		1332	
Tuck/Academic/2011-2012/1. Fall/1.1 Fall A/DECSCI/Models/Purnell, J-Value of a Customer.xlsx	ok	7	1	grgNonlinear		1495	
Tuck/Academic/2011-2012/1. Fall/1.1 Fall A/DECSCI/Models/Purnell, J–Superchem.xlsx	ok	0	0			1245	
Tuck/Academic/2011-2012/1. Fall/1.1 Fall A/DECSCI/Models/Purnell, J–Superchem_mod.xlsx	ok	0	0			1244	
Tuck/Academic/2011-2012/1. Fall/1.1 Fall A/DECSCI/Models/Rally Attendees.xlsx	ok	0	0			1119	
Tuck/Academic/2011-2012/1. Fall/1.1 Fall A/DECSCI/Models/Reid's Raisins (tuck laptop's conflicted copy 2011-10-12).xlsx	ok	0	0			1146	
Tuck/Academic/2011-2012/1. Fall/1.1 Fall A/DECSCI/Models/San Fernando Airport.xlsx	ok	0	0			1979	
Tuck/Academic/2011-2012/1. Fall/1.1 Fall A/DECSCI/Models/SkyJet_Study Group 27.xlsx	ok	133	3	grgNonlinear,grgNonlinear,grgNonlinear	1	1388	
Tuck/Academic/2011-2012/1. Fall/1.1 Fall A/DECSCI/Models/Team_27_ERP_Decision.xlsx	ok	0	0			1182	
Tuck/Academic/2011-2012/1. Fall/1.1 Fall A/DECSCI/Models/The ERP Decision - Study Group 27 - v2 1 - 102411 - AJA.xlsx	ok	0	0			2009	
Tuck/Academic/2011-2012/1. Fall/1.1 Fall A/DECSCI/Models/Vinton Auto.xlsx	ok	0	0			1171	
Tuck/Academic/2011-2012/1. Fall/1.1 Fall A/DECSCI/Models/Workbook1.xlsx	ok	0	0			1357	
Tuck/Academic/2011-2012/1. Fall/1.1 Fall A/DECSCI/Models/corbett.xlsx	ok	58	2	grgNonlinear,grgNonlinear	1,3	1225	
Tuck/Academic/2011-2012/1. Fall/1.1 Fall A/DECSCI/Sample Final/ElectronicsInventory.xlsx	ok	44	2	grgNonlinear,grgNonlinear		2014	
Tuck/Academic/2011-2012/1. Fall/1.1 Fall A/DECSCI/Sample Final/MemoryChips.xlsx	ok	44	2	grgNonlinear,grgNonlinear		1462	
Tuck/Academic/2011-2012/1. Fall/1.1 Fall A/DECSCI/Sample Final/PriceProtection.xlsx	ok	17	2	grgNonlinear,grgNonlinear		1242	
Tuck/Academic/2011-2012/1. Fall/1.1 Fall A/DECSCI/Sample Final/Question 1.xlsx	ok	148	2	grgNonlinear,grgNonlinear	1,2,3	1530	
